"country","commodity","year","quantity_tonnes","flag_qty","value_usd1000","flag_val"
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1983,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1984,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1985,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1986,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1987,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1988,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1989,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1990,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1991,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1992,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1993,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1994,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1995,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1996,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1997,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1998,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",1999,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2000,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2001,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2002,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2003,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2004,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2005,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2006,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2007,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2008,1,"",7,""
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2009,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2010,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2011,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2012,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2013,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2014,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2015,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2016,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2017,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2018,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2019,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2020,0.7,"",5.37,""
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2021,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2022,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2023,0,"...",0,"..."
"Chile","Salmonoids nei, dried, whether or not salted, not smoked",2024,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1976,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1977,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1978,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1979,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1980,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1981,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1982,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1983,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1984,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1985,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1986,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1987,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1988,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1989,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1990,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1991,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1992,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1993,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1994,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1995,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1996,1,"",3,""
"Chile","Salmonoids, fresh or chilled, nei",1997,0,"N",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",1998,0,"N",1,""
"Chile","Salmonoids, fresh or chilled, nei",1999,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2000,0,"N",0,"N"
"Chile","Salmonoids, fresh or chilled, nei",2001,1,"",3,""
"Chile","Salmonoids, fresh or chilled, nei",2002,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2003,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2004,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2005,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2006,0,"N",1,""
"Chile","Salmonoids, fresh or chilled, nei",2007,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2008,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2009,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2010,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2011,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2012,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2013,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2014,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2015,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2016,0,"N",2,""
"Chile","Salmonoids, fresh or chilled, nei",2017,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2018,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2019,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2020,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2021,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2022,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2023,0,"...",0,"..."
"Chile","Salmonoids, fresh or chilled, nei",2024,0,"...",0,"..."
"Chile","Salmonoids, frozen",1976,0,"...",0,"..."
"Chile","Salmonoids, frozen",1977,0,"...",0,"..."
"Chile","Salmonoids, frozen",1978,0,"...",0,"..."
"Chile","Salmonoids, frozen",1979,0,"...",0,"..."
"Chile","Salmonoids, frozen",1980,0,"...",0,"..."
"Chile","Salmonoids, frozen",1981,0,"...",0,"..."
"Chile","Salmonoids, frozen",1982,0,"...",0,"..."
"Chile","Salmonoids, frozen",1983,0,"...",0,"..."
"Chile","Salmonoids, frozen",1984,0,"...",0,"..."
"Chile","Salmonoids, frozen",1985,0,"...",0,"..."
"Chile","Salmonoids, frozen",1986,0,"...",0,"..."
"Chile","Salmonoids, frozen",1987,0,"...",0,"..."
"Chile","Salmonoids, frozen",1988,0,"...",0,"..."
"Chile","Salmonoids, frozen",1989,0,"...",0,"..."
"Chile","Salmonoids, frozen",1990,0,"...",0,"..."
"Chile","Salmonoids, frozen",1991,21,"",384,""
"Chile","Salmonoids, frozen",1992,0,"N",0,"..."
"Chile","Salmonoids, frozen",1993,0,"...",0,"..."
"Chile","Salmonoids, frozen",1994,33,"",151,""
"Chile","Salmonoids, frozen",1995,18,"",29,""
"Chile","Salmonoids, frozen",1996,2,"",11,""
"Chile","Salmonoids, frozen",1997,2,"",13,""
"Chile","Salmonoids, frozen",1998,0,"...",0,"..."
"Chile","Salmonoids, frozen",1999,26,"",46,""
"Chile","Salmonoids, frozen",2000,9,"",6,""
"Chile","Salmonoids, frozen",2001,26,"",45,""
"Chile","Salmonoids, frozen",2002,0,"N",2,""
"Chile","Salmonoids, frozen",2003,4,"",5,""
"Chile","Salmonoids, frozen",2004,24,"",70,""
"Chile","Salmonoids, frozen",2005,260,"",1013,""
"Chile","Salmonoids, frozen",2006,20,"",105,""
"Chile","Salmonoids, frozen",2007,0,"...",0,"..."
"Chile","Salmonoids, frozen",2008,23,"",71,""
"Chile","Salmonoids, frozen",2009,31,"",53,""
"Chile","Salmonoids, frozen",2010,5,"",27,""
"Chile","Salmonoids, frozen",2011,0,"N",11,""
"Chile","Salmonoids, frozen",2012,4187,"",19231,""
"Chile","Salmonoids, frozen",2013,55,"",190,""
"Chile","Salmonoids, frozen",2014,11,"",34,""
"Chile","Salmonoids, frozen",2015,0,"N",0,"N"
"Chile","Salmonoids, frozen",2016,0,"...",0,"..."
"Chile","Salmonoids, frozen",2017,0,"N",0,"N"
"Chile","Salmonoids, frozen",2018,0,"...",0,"..."
"Chile","Salmonoids, frozen",2019,0,"...",0,"..."
"Chile","Salmonoids, frozen",2020,70.18,"",184.89,""
"Chile","Salmonoids, frozen",2021,0,"...",0,"..."
"Chile","Salmonoids, frozen",2022,0,"...",0,"..."
"Chile","Salmonoids, frozen",2023,0,"...",0,"..."
"Chile","Salmonoids, frozen",2024,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1976,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1977,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1978,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1979,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1980,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1981,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1982,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1983,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1984,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1985,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1986,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1987,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1988,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1989,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1990,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1991,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1992,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1993,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1994,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1995,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1996,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1997,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1998,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",1999,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2000,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2001,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2002,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2003,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2004,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2005,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2006,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2007,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2008,0,"N",4,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2009,0,"N",2,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2010,4,"",29,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2011,1,"",16,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2012,0,"N",4,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2013,32,"",457,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2014,7,"",89,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2015,0,"N",3,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2016,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2017,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2018,0,"N",1,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2019,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2020,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2021,2.17,"",214.47,""
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2022,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2023,0,"...",0,"..."
"Chile","Salmons, dried, whether or not salted, not smoked, nei",2024,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1976,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1977,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1978,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1979,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1980,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1981,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1982,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1983,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1984,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1985,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1986,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1987,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1988,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1989,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1990,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",1991,40,"",270,""
"Chile","Salmons, fresh or chilled, nei",1992,14246,"",67198,""
"Chile","Salmons, fresh or chilled, nei",1993,15727,"",69616,""
"Chile","Salmons, fresh or chilled, nei",1994,15904,"",65875,""
"Chile","Salmons, fresh or chilled, nei",1995,21553,"",86715,""
"Chile","Salmons, fresh or chilled, nei",1996,26207,"",91708,""
"Chile","Salmons, fresh or chilled, nei",1997,23976,"",71296,""
"Chile","Salmons, fresh or chilled, nei",1998,19266,"",60302,""
"Chile","Salmons, fresh or chilled, nei",1999,10855,"",37224,""
"Chile","Salmons, fresh or chilled, nei",2000,14983,"",47324,""
"Chile","Salmons, fresh or chilled, nei",2001,19285,"",44002,""
"Chile","Salmons, fresh or chilled, nei",2002,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2003,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2004,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2005,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2006,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2007,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2008,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2009,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2010,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2011,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2012,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2013,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2014,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2015,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2016,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2017,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2018,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2019,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2020,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2021,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2022,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2023,0,"...",0,"..."
"Chile","Salmons, fresh or chilled, nei",2024,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1976,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1977,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1978,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1979,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1980,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1981,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1982,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1983,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1984,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1985,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1986,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1987,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1988,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1989,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1990,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1991,0,"...",0,"..."
"Chile","Salmons, meat. frozen",1992,45,"",246,""
"Chile","Salmons, meat. frozen",1993,82,"",305,""
"Chile","Salmons, meat. frozen",1994,195,"",1185,""
"Chile","Salmons, meat. frozen",1995,483,"",3617,""
"Chile","Salmons, meat. frozen",1996,1222,"",5762,""
"Chile","Salmons, meat. frozen",1997,2149,"",10976,""
"Chile","Salmons, meat. frozen",1998,3155,"",15792,""
"Chile","Salmons, meat. frozen",1999,0,"...",0,"..."
"Chile","Salmons, meat. frozen",2000,0,"...",0,"..."
"Chile","Salmons, meat. frozen",2001,9504,"",41953,""
"Chile","Salmons, meat. frozen",2002,4419,"",13253,""
"Chile","Salmons, meat. frozen",2003,6252,"",27254,""
"Chile","Salmons, meat. frozen",2004,10729,"",55900,""
"Chile","Salmons, meat. frozen",2005,13267,"",64536,""
"Chile","Salmons, meat. frozen",2006,9866,"",62459,""
"Chile","Salmons, meat. frozen",2007,4651,"",24872,""
"Chile","Salmons, meat. frozen",2008,9477,"",65691,""
"Chile","Salmons, meat. frozen",2009,5226,"",34242,""
"Chile","Salmons, meat. frozen",2010,2283,"",14759,""
"Chile","Salmons, meat. frozen",2011,4976,"",45733,""
"Chile","Salmons, meat. frozen",2012,8157,"",65579,""
"Chile","Salmons, meat. frozen",2013,8281,"",67958,""
"Chile","Salmons, meat. frozen",2014,8289,"",86001,""
"Chile","Salmons, meat. frozen",2015,8384,"",75297,""
"Chile","Salmons, meat. frozen",2016,7905,"",76297,""
"Chile","Salmons, meat. frozen",2017,3819,"",37170,""
"Chile","Salmons, meat. frozen",2018,5047,"",42295,""
"Chile","Salmons, meat. frozen",2019,6234.86,"",56261.92,""
"Chile","Salmons, meat. frozen",2020,7502.29,"",70133.23,""
"Chile","Salmons, meat. frozen",2021,7890.65,"",78869.89,""
"Chile","Salmons, meat. frozen",2022,0,"...",0,"..."
"Chile","Salmons, meat. frozen",2023,0,"...",0,"..."
"Chile","Salmons, meat. frozen",2024,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1976,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1977,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1978,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1979,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1980,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1981,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1982,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1983,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1984,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1985,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1986,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1987,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1988,21,"",144,""
"Chile","Salmons, salted or in brine",1989,3,"",45,""
"Chile","Salmons, salted or in brine",1990,141,"",1840,""
"Chile","Salmons, salted or in brine",1991,102,"",800,""
"Chile","Salmons, salted or in brine",1992,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1993,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1994,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1995,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1996,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1997,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1998,0,"...",0,"..."
"Chile","Salmons, salted or in brine",1999,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2000,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2001,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2002,3080,"",8700,""
"Chile","Salmons, salted or in brine",2003,1062,"",4636,""
"Chile","Salmons, salted or in brine",2004,763,"",3042,""
"Chile","Salmons, salted or in brine",2005,646,"",2808,""
"Chile","Salmons, salted or in brine",2006,222,"",931,""
"Chile","Salmons, salted or in brine",2007,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2008,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2009,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2010,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2011,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2012,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2013,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2014,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2015,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2016,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2017,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2018,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2019,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2020,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2021,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2022,0.9,"",98.34,""
"Chile","Salmons, salted or in brine",2023,0,"...",0,"..."
"Chile","Salmons, salted or in brine",2024,0,"...",0,"..."
"Chile","Salmons, smoked",1976,0,"...",0,"..."
"Chile","Salmons, smoked",1977,0,"...",0,"..."
"Chile","Salmons, smoked",1978,0,"...",0,"..."
"Chile","Salmons, smoked",1979,7,"",47,""
"Chile","Salmons, smoked",1980,2,"",12,""
"Chile","Salmons, smoked",1981,8,"",50,""
"Chile","Salmons, smoked",1982,1,"",12,""
"Chile","Salmons, smoked",1983,1,"",10,""
"Chile","Salmons, smoked",1984,1,"",21,""
"Chile","Salmons, smoked",1985,4,"",52,""
"Chile","Salmons, smoked",1986,13,"",168,""
"Chile","Salmons, smoked",1987,16,"",238,""
"Chile","Salmons, smoked",1988,15,"",266,""
"Chile","Salmons, smoked",1989,23,"",401,""
"Chile","Salmons, smoked",1990,62,"",833,""
"Chile","Salmons, smoked",1991,19,"",306,""
"Chile","Salmons, smoked",1992,124,"",1858,""
"Chile","Salmons, smoked",1993,128,"",1824,""
"Chile","Salmons, smoked",1994,415,"",4792,""
"Chile","Salmons, smoked",1995,894,"",10348,""
"Chile","Salmons, smoked",1996,822,"",8581,""
"Chile","Salmons, smoked",1997,1074,"",7694,""
"Chile","Salmons, smoked",1998,643,"",5951,""
"Chile","Salmons, smoked",1999,696,"",6131,""
"Chile","Salmons, smoked",2000,840,"",7151,""
"Chile","Salmons, smoked",2001,1267,"",8786,""
"Chile","Salmons, smoked",2002,1338,"",11296,""
"Chile","Salmons, smoked",2003,1472,"",13622,""
"Chile","Salmons, smoked",2004,2444,"",22451,""
"Chile","Salmons, smoked",2005,2493,"",24486,""
"Chile","Salmons, smoked",2006,2674,"",30680,""
"Chile","Salmons, smoked",2007,2898,"",37209,""
"Chile","Salmons, smoked",2008,3229,"",41190,""
"Chile","Salmons, smoked",2009,2755,"",35547,""
"Chile","Salmons, smoked",2010,2435,"",35320,""
"Chile","Salmons, smoked",2011,3343,"",52662,""
"Chile","Salmons, smoked",2012,3102,"",44935,""
"Chile","Salmons, smoked",2013,2853,"",46148,""
"Chile","Salmons, smoked",2014,2386,"",42875,""
"Chile","Salmons, smoked",2015,2248,"",37714,""
"Chile","Salmons, smoked",2016,1699,"",29180,""
"Chile","Salmons, smoked",2017,2048,"",41355,""
"Chile","Salmons, smoked",2018,2659,"",49227,""
"Chile","Salmons, smoked",2019,2214.05,"",41472.3,""
"Chile","Salmons, smoked",2020,2285.96,"",44727.19,""
"Chile","Salmons, smoked",2021,2339.35,"",48696.12,""
"Chile","Salmons, smoked",2022,2545.97,"",58127.55,""
"Chile","Salmons, smoked",2023,2131.91,"",45496.11,""
"Chile","Salmons, smoked",2024,2842.99,"",60641.09,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1976,979,"",5740,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1977,1288,"",8678,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1978,2545,"",16118,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1979,3587,"",30906,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1980,3003,"",32687,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1981,5595,"",37513,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1982,7981,"",52410,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1983,13189,"",81154,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1984,17465,"",101899,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1985,21566,"",136528,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1986,34506,"",198171,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1987,39304,"",293524,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1988,56098,"",399578,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1989,81159,"",428689,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1990,92861,"",548489,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1991,91309,"",487826,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1992,108052,"",631193,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1993,118348,"",577644,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1994,140747,"",697249,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1995,169445,"",791020,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1996,191122,"",781588,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1997,205235,"",763468,""
